,expression,rating,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/
86,((t>>8)*8)-((t^((t^6)|((((t*8)-10)&(t*(t&6)))|(t^8))))^8),20,58.59375,1283.170743,68.03718287,2515.300173,71.14045812,0.113575885,0.027977891,0.051719364000000004,0.041934051,1017.971377,21.87317774,5.296977313,8,8,7,14,5,7,1,0,0,0,0,0,0,1,0,0,1,3,2,4,0,2,2,0,0
87,t>>(t&((t&(t>>4))>>2)),20,117.1875,998.3666507999999,293.1690021,2446.170376,652.4087166,0.068249017,0.035819671000000004,0.028020367,0.025100706,1117.388052,17.28329091,8.258228538,5,2,4,5,2,3,1,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
88,t&((((t>>3)+2)&3)^((t>>5)^3)),20,58.59375,644.226211,97.89486506,1630.263859,262.4858324,0.0036230679999999997,0.003065879,0.002307418,0.002162366,982.9074472000001,24.00037115,6.793480079,5,5,3,7,1,3,1,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0
89,(t*7)&((t>>5)&(t*(t&11))),20,58.59375,1486.314891,236.2547211,3228.294909,213.83165860000003,0.135019656,0.11344156,0.012063599,0.011453925,1322.388839,24.21840978,6.80984424,4,3,4,6,0,7,3,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
90,t>>(((t>>((t^(t*3))&2))^(t>>(t^2)))&5),20,58.59375,1685.652552,90.07557946,3502.898454,134.8120334,0.373292577,0.078724053,0.012698204,0.014939792,1399.234634,44.6855387,18.98464597,7,4,6,9,2,3,1,1,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0
91,((t|(t>>6))*7)^((t^((t&6)>>(t>>(t&9))))%9),25,58.59375,1297.808026,170.3087465,2886.0857539999997,352.74071499999997,0.07550244,0.015454062,0.08968129,0.052203219,1184.370455,18.96314278,3.5098302180000003,6,5,6,10,0,7,1,0,0,0,1,0,0,0,0,0,3,1,2,2,1,1,0,0,0
92,(t&(t>>8))&((t&9)+(t&7)),25,58.59375,1225.503075,180.744702,2691.914312,344.4637013,0.07715052,0.034506816,0.003230508,0.004126363,1211.803742,23.84716063,8.444079594,3,3,4,6,1,8,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0
93,((t*7)^4)&((t^8)>>5),25,58.59375,1137.804092,191.98085590000002,2693.221948,245.25557769999998,0.027052239,0.022473437000000002,0.005407271999999999,0.004954976,1179.303138,25.34059613,7.236106014,3,4,2,5,2,6,1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
94,(t>>8)>>(t&(t>>7)),25,117.1875,778.3310788,241.4375878,2034.8730679999999,688.7880569,0.023548898999999998,0.029824927,0.001879786,0.0015309870000000001,1080.0790259999999,21.254365300000003,6.889991755,3,2,3,4,1,7,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
95,t|((t*8)>>8),30,58.59375,646.7886814,95.91254988,1646.738406,255.76882310000002,0.0036824109999999996,0.003052435,0.002358209,0.002250924,983.4260036000001,24.07654408,7.026788442999999,3,2,2,3,2,8,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
96,(((t-(t&6))^((t&4)|6))*7)&(t>>5),30,58.59375,1275.869873,205.13530569999998,3425.772921,229.2018171,0.049998334000000005,0.042019575999999996,0.004554308,0.004983424,1397.201243,29.24672352,7.48829258,5,5,4,8,1,5,1,0,0,1,0,0,0,0,0,0,1,1,3,1,0,1,1,0,0
97,t*(t>>6),30,58.59375,1990.8220210000002,366.2186915,3270.80557,340.0593753,0.501835479,0.281524139,0.260959774,0.051176853,1100.555122,14.78842653,3.397576147,2,1,2,2,0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
98,t&((((t>>((t^1)&2))|(t*2))>>(t*0))>>5),30,58.59375,940.1468528999999,130.9631973,2046.5335149999999,88.94926757,0.066277152,0.080762686,0.006981579,0.002822946,1037.652308,22.143614399999997,4.891441532,7,5,5,9,3,2,1,0,0,1,0,0,0,0,0,0,3,2,2,1,0,1,0,0,0
99,(t>>5)|((((t-6)|(t*3))>>4)^(t*3)),30,58.59375,909.0717101,92.28883812,2279.234408,178.520666,0.011322087,0.009224328,0.014527186999999999,0.013727237,1099.77056,19.89078168,5.018832908,5,5,4,8,1,4,1,0,0,0,0,0,1,0,0,0,2,2,0,1,0,2,1,0,0
100,t|(((((t^4)>>5)^6)|5)|7),30,58.59375,635.1295838,102.322232,1602.653585,286.0116681,0.0036824109999999996,0.003052435,0.002282564,0.002207394,974.2437355000001,23.89907741,6.954861192,6,5,2,6,1,5,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,3,0,0,0
101,t&(((t*1)>>1)>>4),35,58.59375,643.4798545,98.22765293,1637.185168,264.54933289999997,0.0036230679999999997,0.003065879,0.0022793089999999998,0.002141698,981.6999976,24.02710385,6.805729544,4,3,2,4,3,2,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
102,((t>>10)*(t|10))-((t|12)*((t&8)>>(t&12))),35,58.59375,2037.0704309999999,277.5859905,3672.316431,347.4887901,0.532116205,0.227163329,0.027167748999999998,0.011916978,1373.740055,25.95489239,7.134018372999999,4,5,5,9,1,10,1,0,0,0,0,0,0,1,0,0,2,2,2,0,0,2,1,0,0
103,(t*(t|16))^((t*(t*(t>>12)))*11),35,58.59375,1994.666001,105.51298229999999,3426.2726549999998,140.6737593,0.49753464799999997,0.062824294,0.02605598,0.043854005999999994,1180.8647859999999,65.68183614,34.22944863,5,3,5,7,1,13,2,0,0,0,1,0,0,0,0,0,1,4,0,1,0,1,0,0,0
104,(t^9)&((t*11)-(((t*7)*6)*(t>>8))),35,29.296875,1681.105666,114.4089666,3258.653718,146.1005209,0.25293177,0.031165897999999997,0.079462565,0.017793357,1269.728584,18.14621103,4.919081335,5,5,4,8,1,8,1,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,1,0,0
105,(t*4)|(t>>5),35,58.59375,853.7178597000001,132.3095743,2125.6329960000003,263.6289582,0.015469874,0.012746338000000001,0.0018945829999999998,0.0022257170000000003,1065.984614,25.67011482,7.749614872,2,2,2,3,1,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
106,(t>>5)&(t*8),35,58.59375,987.1410461000002,170.1385506,2388.026386,270.35921260000003,0.030675307000000002,0.025787453999999998,0.0016884860000000001,0.002064402,1116.339443,25.66514053,9.128753685,2,2,2,3,1,6,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
107,((t>>3)^(t|7))^(((t*4)>>(t&4))>>7),35,58.59375,1137.541575,187.9919168,2729.261061,309.1076665,0.12555803599999998,0.09914128400000001,0.023311613,0.004207535,1043.8594640000001,24.27359319,6.408008286,4,5,4,8,2,5,1,0,0,0,1,0,0,0,0,0,3,1,1,2,0,1,0,0,0
108,((t^8)|(t&8))&(t*(t>>6)),35,58.59375,1685.4897050000002,310.262643,3146.18037,392.99373460000004,0.251285773,0.140668378,0.08984796,0.021738701000000003,1229.194429,17.54188095,5.758276883,3,3,4,6,2,7,1,0,0,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0
109,t^((t>>5)>>(t&4)),35,58.59375,1156.859493,157.8686332,2760.5443760000003,243.2381949,0.12555283,0.09856801,0.014153955,0.008731778,1050.611863,25.47380706,5.930035486,3,2,3,4,1,4,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0
110,(t*7)|((t^9)>>(((t&8)+8)&(t>>8))),35,58.59375,1128.648657,108.76392849999999,2558.0273850000003,122.68315690000001,0.056804079,0.015130025,0.011480157,0.010698714,1121.8812289999998,34.92196198,23.07485593,5,5,4,8,3,8,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,1,0,1,0
111,((t&(t>>10))-(t&11))|((t>>11)|(t^10)),40,58.59375,1290.0195199999998,219.85497819999998,2959.263393,473.5842464,0.077938641,0.0532725,0.00788845,0.004749682,1289.492745,24.81279387,5.771066577000001,4,4,5,8,0,10,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,2,1,0,0
112,(t|5)*((t>>6)>>(t&8)),40,58.59375,1336.959503,91.52664284,2367.6289309999997,13.56168072,0.169822969,0.04998357900000001,0.09231337199999999,0.019818136,993.5945267000001,20.85297178,5.500962755,3,3,3,5,1,6,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0
113,(((t|1)>>3)/4)-(t&(t-(t*6))),40,58.59375,1369.3124050000001,118.7472169,2996.2519989999996,137.318925,0.07983034,0.023149921,0.107457176,0.052939359000000005,1218.270598,18.63006624,3.5020335460000003,4,4,4,7,2,3,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,2,0,1
114,((t&4)+(t>>5))|(t>>((t>>5)%8)),40,58.59375,710.1907841,107.52588290000001,1753.23161,320.9863811,0.01031325,0.008023915999999999,0.009324886999999999,0.007750371,1003.2420380000001,17.92256493,4.345975826,4,4,4,7,2,5,1,0,0,0,0,0,1,0,0,0,3,0,1,0,1,1,0,1,0
115,(t&(t%255))-(((t*3)&(t>>13))&(t>>6)),40,117.1875,1498.604768,167.4716742,3062.72488,218.9420339,0.10512934800000001,0.040688586,0.113843024,0.050241562999999996,1229.520498,18.69977899,4.560073121,4,4,5,8,0,69,123,0,0,0,0,0,0,1,0,0,2,1,3,0,1,0,1,0,0
116,t*((t>>(t|(t^7)))+(t>>6)),40,58.59375,1990.8220210000002,366.2186915,3270.80557,340.0593753,0.501835479,0.281524139,0.260959774,0.051176853,1100.555122,14.78842653,3.397576147,5,2,5,6,0,6,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0
117,((t*(t&4))|((t^(t*(t&6)))>>6))&(t*4),45,78.125,1213.856242,55.19300969,2633.387193,132.6719183,0.108461945,0.041093962000000005,0.002212666,0.002405532,1060.2126560000002,29.73423664,4.8095056519999995,6,4,6,9,2,5,1,0,0,1,0,0,0,0,0,0,1,3,3,1,0,1,0,0,0
118,(t%9)&(((t>>10)>>((t&9)>>8))*(t&6)),45,58.59375,1566.361627,175.0554315,3202.175506,219.2224734,0.206964619,0.065297267,0.009405677,0.005017265,1248.221311,23.5102576,5.709915841,5,5,4,8,1,8,1,0,0,1,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0
119,((t|(t>>6))*6)^(((t&10)-6)+(t&(t&7))),45,58.59375,1299.440671,111.007024,2706.748068,248.4367991,0.123153068,0.009144579,0.074082367,0.05358026900000001,1093.931848,20.75202498,3.941165189,4,5,5,9,0,7,1,0,0,0,1,0,0,0,0,0,1,1,3,1,0,1,1,1,0
120,(t>>5)*(t&(t^((t>>3)>>5))),45,58.59375,1737.8267690000002,161.6825624,3412.746535,248.9734892,0.359417686,0.097902587,0.18044436,0.097828679,1274.10441,18.24042625,4.191407565,5,3,4,6,0,4,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0
121,(((t>>9)&(t*9))+(t|10))%((t>>11)+11),45,117.1875,1474.6664859999998,285.0140223,3077.8834620000002,340.9100043,0.10734587400000001,0.10777369099999999,0.057803169,0.059556085999999994,1235.769307,21.86445729,6.331092494,4,5,4,8,0,10,1,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1,0,2,0
122,(((t|((t^7)>>11))*(t&12))&12)&(t>>((t%10)*11)),45,46.875,1364.583142,154.1461814,3046.7417379999997,190.10630680000003,0.082545559,0.035865239,0.0016539999999999999,0.0017077260000000001,1292.1010210000002,32.90563863,13.76203993,6,6,5,10,0,10,1,0,0,1,0,0,0,0,0,0,2,2,3,1,1,1,0,0,0
123,t*(((t>>11)&(t>>8))&(123&(t>>3))),45,58.59375,1063.079017,410.56435350000004,2373.259262,773.3926124,0.106132979,0.10237856099999999,0.042565223,0.061808173,1063.5663140000001,30.20011718,24.73096127,4,4,4,7,1,36,57,0,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0
124,(t>>6)*(t&6),50,58.59375,1259.117659,236.35261830000002,2480.09395,408.52274289999997,0.247821995,0.108917424,0.00334369,0.003337101,984.3104525,27.868668100000004,20.82251113,2,2,2,3,0,6,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
125,((t&6)^(t*(t>>10)))*(t>>10),50,58.59375,1874.746593,267.5226624,3201.034448,377.0322377,0.438505714,0.152338318,0.070020787,0.036380809,1119.867807,21.18483375,4.556973344,4,3,4,6,0,8,2,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0
126,(t&9)*(((t>>((t>>5)>>10))/8)*((t>>8)*8)),50,62.5,1958.9266870000001,93.66268508,3691.8310229999997,160.6489742,0.48361603,0.046794743,0.08532023400000001,0.066254914,1437.3847640000001,22.14907092,5.964445528,6,6,4,9,3,8,1,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1
127,t*(((t>>8)*((t>>15)|(t>>8)))&(20|((((t>>19)*5)>>t)|(t>>3)))),50,58.59375,1729.6799230000001,295.0042611,3252.065565,313.6651668,0.364495186,0.12092595800000001,0.227377385,0.097533755,1208.003024,17.19482933,2.971462455,7,7,7,13,2,11,6,0,1,0,0,0,0,0,0,0,6,3,1,0,0,3,0,0,0
128,(t*(((t>>24)|(t>>10))&5))&132,50,58.59375,844.1152231000001,236.08156549999998,2083.463819,533.2749888000001,0.01898779,0.012947107,0.006650315,0.005277451,1055.24204,20.46145237,7.377593577000001,5,4,3,6,0,42,60,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
129,t*(((t>>10)|8)*(t*8)),60,58.59375,2127.5503280000003,245.20260519999997,3629.2227479999997,286.5890942,0.494569563,0.12057302800000001,0.005424305999999999,0.003083898,1289.6500839999999,23.70529347,10.59481887,4,3,3,5,2,8,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0
130,(((t>>9)|(t%11))&(t*10))*(((t&13)&13)|11),60,58.59375,1972.877878,126.04553419999999,3379.439299,112.4982513,0.451802789,0.143846237,0.09778592,0.074455857,1173.764152,22.63400326,4.688508838,4,6,4,9,0,11,1,0,1,0,0,0,0,0,0,0,1,2,3,0,1,2,0,0,0
131,(t|6)*(t>>8),65,58.59375,1981.4137,335.8989645,3670.034315,330.5024587,0.51155946,0.270112538,0.08290185,0.016614564,1452.001845,18.80160561,6.480932792000001,2,2,2,3,1,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
132,t*((((t>>9)^((t>>9)-1))^1)%13),65,58.59375,756.6423187,111.9697983,1943.072028,274.3594243,0.013156525,0.005133558,0.007487382,0.0025366810000000003,1040.634652,19.00368137,4.167094346,6,5,3,7,2,6,5,0,1,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0
133,(t>>5)&(((t*4)*7)^(((t*(t*9))>>6)>>8)),70,58.59375,1690.178784,275.154861,3259.494936,223.3256463,0.245281683,0.23220259199999999,0.066954218,0.061741412,1249.491718,19.16366116,6.14552385,6,6,4,9,2,6,1,0,0,1,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0
134,(t>>5)&((t-(t%5))+((t*(t>>6))>>6)),70,58.59375,1536.706878,319.14284910000003,3052.880131,350.23108560000003,0.119515425,0.130215108,0.039027844,0.033770971000000004,1202.728339,19.83288835,6.639565873,5,4,5,8,0,5,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,1,1,0
135,t*((8*((t>>15)|(t>>8)))&(20|((((t>>19)*5)>>t)|(t>>3)))),70,58.59375,1791.4097649999999,287.0366617,3246.643457,276.4406309,0.39492166700000003,0.129335556,0.071371339,0.037645154,1170.745106,29.74344034,22.94842679,7,7,6,12,2,11,6,0,1,0,0,0,0,0,0,0,5,3,1,0,0,3,0,0,0
136,(((t>>6)|t)|(t>>(t>>16)))*(10+((t>>11)&7)),70,58.59375,1166.657769,175.2919014,2659.340019,283.8308455,0.067649337,0.033925217,0.06710703700000001,0.049787004,1142.696981,19.19398135,8.712438792,4,5,5,9,1,10,3,0,1,0,0,0,0,0,0,0,4,1,1,0,0,2,0,1,0
137,(t*(((t>>11)|(t>>23))&115))&104,70,58.59375,1973.636778,509.6820018,3228.21162,672.0550254,0.5245743939999999,0.29854454399999997,0.009589611,0.010857071999999999,1079.3651619999998,36.18912783,27.61690003,5,4,3,6,0,63,53,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
138,t*(42*(t>>10)),70,58.59375,1987.702061,300.58286180000005,3332.089552,297.57910130000005,0.496470632,0.234812993,0.034199435,0.014194798,1123.943654,21.74917735,5.50667071,3,2,2,3,0,26,22,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
139,t*(((t>>9)&10)|(((t>>11)&24)^(((t>>10)&15)&(t>>15)))),75,58.59375,1495.2351099999998,349.4257105,2922.199827,449.6785866,0.12013801,0.067955005,0.022558305,0.016136046,1099.363358,29.06401376,21.03429784,6,7,5,11,0,13,5,0,1,0,0,0,0,0,0,0,4,1,4,1,0,1,0,0,0
140,((((t>>7)|t)|(t>>6))*10)+(4*((t&(t>>13))|(t*6))),75,58.59375,1786.432761,47.48429456,3233.683702,39.61919715,0.22444175600000002,0.015221495,0.11332655,0.056109168,1128.319245,21.52309004,3.5088295360000004,5,6,6,11,1,7,3,0,0,0,0,0,0,0,1,0,3,3,1,0,0,3,0,1,0
141,(t*((t>>19)|(t>>10)))&22,80,58.59375,1964.187912,505.97625439999996,3062.924773,490.58606,0.489551406,0.287055712,0.011761185,0.006486689,1055.501271,20.7336377,7.771409368,4,3,3,5,0,17,6,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0
142,(((t*((t>>8)|(t>>9)))&46)&(t>>8))^((t&(t>>13))|(t>>6)),85,78.125,770.081476,318.10884189999996,1864.347348,624.340448,9.059999999999999e-05,0.000189797,0.0033663290000000004,0.00487263,1019.2739369999999,22.49997519,7.16445377,6,6,7,12,2,15,15,0,0,0,1,0,0,0,0,0,5,1,3,1,0,2,0,0,0
143,((t>>11)|(t%26))&((t>>8)|(t%22)),85,58.59375,710.6818671,180.1807751,1870.993803,313.8844067,1.87e-05,9.379999999999999e-05,0.00089087,0.0019720989999999997,1012.7187640000001,27.39708403,7.0016547970000005,3,4,4,7,1,16,8,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0
144,(t*((t>>16)|(t>>9)))&13,90,117.1875,2012.049203,416.12822880000004,3195.512393,310.39898999999997,0.49811975299999994,0.242610028,0.011542347,0.008121300000000001,1059.171817,27.73610985,22.63881696,4,3,3,5,1,12,3,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0
145,(t^4)&((t+(t>>5))>>5),20,62.5,652.8971447,97.44293898,1664.553905,260.5403921,0.003755289,0.003031355,0.0029731659999999997,0.002750755,987.1254362999999,21.18683128,5.373703108,4,3,3,5,1,4,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0
146,(((t>>12)&11)-7)*((t>>(t*10))^(t*(t&12))),30,29.296875,1542.349708,209.400271,3013.167977,235.35737769999997,0.261112823,0.108123234,0.006511013,0.012145406000000001,1143.967467,64.95759802,34.60732536,4,5,5,9,0,10,2,0,1,0,0,0,0,0,0,0,2,3,2,1,0,0,1,0,0
147,t^((t>>(t&5))>>(t&(t*(t*3)))),5,117.1875,1199.933231,130.9467188,2841.56783,200.09158689999998,0.01777906,0.008429691999999999,0.031342279,0.015827971,1217.887918,20.55088217,6.116767377,5,2,6,7,0,4,1,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0
148,t>>(t&((t>>7)%7)),5,66.96428571,1463.898885,94.94096847,3043.351879,95.9276123,0.302881172,0.056799641,0.057668634,0.011434766,1260.9248539999999,17.93973165,4.840562243,4,2,3,4,0,7,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
149,t>>(((t^7)%9)>>(((t^9)>>6)%9)),15,66.96428571,1319.5782470000001,61.60378244,2955.898521,148.0194325,0.127914071,0.028294367,0.072078958,0.016630258000000002,1203.1560550000002,18.68532777,2.9875898289999996,5,5,3,7,0,8,1,1,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0
150,((t>>8)*(t&9))^((t-10)^((t&10)&10)),25,66.96428571,1966.2145050000001,320.162378,3624.741804,295.4712742,0.483957514,0.287257304,0.049368162,0.024544355,1389.637426,22.0781193,4.069825613,4,5,4,8,1,9,0,0,0,0,1,0,0,0,0,0,1,1,3,2,0,0,1,0,0
151,(t-7)^(((t>>9)*10)+((t-9)&9)),20,72.11538462,939.3502107,79.77079016,2245.002665,122.10157140000001,0.015635411000000002,0.013642204,0.021277202000000002,0.02020824,1060.856913,19.77642243,4.433020926,4,5,3,7,0,8,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0
152,((t-7)>>9)*((t&10)*10),25,72.11538462,1350.66201,188.4464989,2442.938766,104.4406446,0.247664787,0.108426281,0.005156668,0.003010347,980.1931404999999,23.04218219,8.196064559,3,4,2,5,0,9,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0
153,t^((t*3)&((t>>1)&(t>>(t&((t^(t*5))-(t>>3)))))),0,117.1875,876.8245798,88.64768011,2193.630064,209.7907798,0.008423632,0.002000991,0.005796414000000001,0.01013368,1076.003715,59.81273495,31.40499938,8,4,8,11,1,3,1,0,0,0,1,0,0,0,0,0,3,2,3,2,0,0,1,0,0
154,(((t>>9)*5)>>(t&(t%4)))^(((t+5)^((t&3)%7))|8),5,78.125,1972.8660949999999,414.57756839999996,3453.008396,475.37701160000006,0.47207322799999996,0.253666296,0.008821852,0.013617098000000001,1176.358971,27.4756805,6.47190205,5,7,5,11,2,5,2,0,0,0,1,0,0,0,0,0,2,1,2,2,2,1,0,1,0
155,(t*11)>>((((t>>8)*10)^(t*7))&8),5,78.125,2183.393191,44.07704312,3569.779451,44.33062211,0.440143382,0.013181873,0.063232891,0.012528171999999999,1290.268035,24.23280986,3.633067913,5,5,3,7,2,8,1,1,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0
156,(t*7)&(((t>>(t&8))^7)%6),15,78.125,1556.719192,63.14169782,3080.040645,75.55387508,0.207789179,0.020732282,0.007007749000000001,0.003407846,1219.5145890000001,31.46233961,14.90711787,5,4,3,6,1,7,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0
157,(t&(t>>7))&(((t>>8)^9)*6),15,78.125,520.0745995,149.490111,1250.024987,480.00576500000005,0.0023539529999999998,0.0028029640000000002,0.001233889,0.001602004,900.7114028999999,22.91894409,6.561030017,4,4,3,6,1,7,1,0,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0
158,(t-(t%8))&(((t&14)*(t>>9))*11),20,78.125,1187.254199,122.0765676,2445.828891,91.76400612,0.12372776199999999,0.05427450599999999,0.015116545,0.003462493,1027.871814,24.03580792,5.254083823,4,4,4,7,1,10,2,0,0,1,0,0,0,0,0,0,1,2,2,0,1,0,1,0,0
159,((t^(t*4))>>6)|(t^6),20,78.125,645.7458326000001,83.00469386,1645.189232,213.96170370000002,0.0036230679999999997,0.002703188,0.003458245,0.0023344520000000003,985.1938913999999,19.69894805,4.395413655,4,3,3,5,1,5,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0
160,t&(((t>>7)&(t*6))>>((t&(t*8))*(t&6))),30,234.375,873.6839315999999,275.4835923,1977.3787309999998,520.5211482,0.029700826,0.029922081,0.000875833,0.002084986,998.9924237,37.69887329,25.35186766,5,4,6,9,1,6,0,0,0,1,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0
161,t^(t*((t>>10)*7)),30,78.125,1970.4376670000001,387.92199260000007,3261.71875,336.3139293,0.49051235200000004,0.285217916,0.07180584200000001,0.027782493999999998,1103.892221,21.04274331,3.7886948639999996,4,2,3,4,0,8,2,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
162,t^(((t|10)>>(t%7))^(((t^8)*7)>>8)),0,85.22727273,1985.927541,166.54049609999998,3418.235275,26.26023996,0.49883499600000003,0.098130748,0.11789972300000001,0.019099442,1142.243332,17.75787976,4.214219087,5,5,4,8,2,8,1,0,0,0,1,0,0,0,0,0,2,1,0,3,1,1,0,0,0
163,t^(t>>((t>>8)*((t*12)&(t^9)))),5,85.22727273,968.1368769999999,179.66976169999998,2299.398654,276.1601787,0.013510503,0.008683033,0.019560015,0.026685711,1094.169729,51.44949114,32.59192835,5,3,5,7,1,9,2,0,0,0,1,0,0,0,0,0,2,2,1,2,0,0,0,0,0
164,(t&(t&6))*((t>>7)*6),10,85.22727273,1287.791984,153.35914259999998,2394.6062100000004,231.09706549999999,0.249187933,0.039432391000000004,0.007270493,0.001258485,996.2735502,20.79067072,9.227485921,3,3,3,5,0,6,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
165,(t%7)*(((t&(t>>3))|(t|(t%4)))>>7),15,85.22727273,1794.5778559999999,422.46072919999995,3250.774587,480.6622243,0.488797641,0.25692962,0.003308793,0.004305969000000001,1182.744569,23.49140889,13.35161266,5,4,5,8,1,5,2,0,1,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0
166,(((t|4)*3)-2)|((t*3)>>5),15,85.22727273,940.0204637,83.19512849,2196.8616739999998,77.59981276,0.01952188,0.005551481,0.010535525,0.005623779000000001,1053.663036,20.29128572,4.230989548,4,5,2,6,2,3,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,1,0,0
167,(t>>(t>>9))|((t&6)*(t>>7)),25,85.22727273,1234.51023,289.2389395,2492.5539710000003,510.11240449999997,0.24858200600000002,0.129141604,0.00172941,0.0030692320000000003,972.7550042000001,40.30913872,24.53311977,3,3,4,6,0,7,1,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0
168,((t&(t>>5))&((t>>6)^8))&(t*((t^8)&11)),60,85.22727273,995.7175443,491.7162437,2382.8374870000002,1072.217588,0.07264459,0.115631056,0.003959045,0.006800257,1188.374924,23.45511253,6.834971109,4,5,5,9,2,7,2,0,0,1,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0
169,t&(((t>>8)*6)-((t*(t&5))>>3)),0,93.75,1662.176369,117.3468837,3543.9099149999997,187.4343789,0.255635536,0.037377672,0.029529332999999998,0.008181494000000001,1450.281477,20.07585928,4.606507992,5,4,4,7,1,5,2,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0
170,t&((t>>6)&((t^5)>>4)),0,93.75,493.5494657,127.83520659999999,1187.3500800000002,409.6437549,0.0017532320000000002,0.002422636,0.001274129,0.001657019,894.1727164999999,20.29796774,6.260771778,4,3,3,5,1,5,1,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0
171,(t-5)/(((t>>0)&0)|5),0,93.75,616.0688187000001,24.00911652,1582.4310369999998,66.93379545,0.001559585,0.000198287,0.008522975,0.002234092,973.0491377000001,6.365315408,5.704658984,4,4,2,5,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1
172,((t>>(t%7))|5)&(t|((t&(t&7))^(t*5))),5,93.75,1624.462766,107.7965969,3305.3954559999997,98.54879220000001,0.356316215,0.07140571799999999,0.08801331400000001,0.019399779,1228.266213,20.41208901,2.9789679510000004,5,4,6,9,0,6,1,0,0,1,0,0,0,0,0,0,1,1,3,1,1,2,0,0,0
