,expression,rating,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/
234,((t-(t&4))>>2)|((t>>6)*(t&(t&2))),10,117.1875,957.6588224999999,161.21143490000003,2010.8608739999997,47.7900139,0.12428267400000001,0.10770081199999999,0.007145458,0.0035635690000000004,1019.0731710000001,15.18244599,8.380733809,4,4,5,8,3,3,1,0,0,0,0,0,1,0,0,0,2,1,3,0,0,1,1,0,0
235,((t^(t-3))-3)&(t*(t>>5)),10,58.59375,1084.5107130000001,96.77216969,2653.643057,160.44294509999997,0.01160631,0.005254846,0.00135509,0.000970345,1211.0930019999998,26.32726052,6.930260971,4,3,4,6,0,3,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0
236,(t*11)&((t>>8)&7),10,117.1875,1650.1560949999998,225.8985971,3024.5619,34.54813653,0.37355702,0.019319091,0.0037486140000000004,0.0025652360000000003,1337.161866,27.58311643,12.90608927,3,3,2,4,1,8,2,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
237,(((t+5)|5)*7)%((t^((t+((t|4)&(t>>8)))&(t>>5)))|7),10,117.1875,1535.34719,82.56530575,3009.869736,98.26401974,0.189530167,0.023620803,0.22594071899999998,0.0575273,1173.496582,16.69101101,3.158184387,7,7,6,12,2,5,1,0,0,0,0,1,0,0,0,0,2,1,2,1,1,3,0,2,0
238,(t&(t&4))*(t>>6),10,117.1875,932.3565356,249.0475253,2335.7292780000002,869.7976742999999,0.123623651,0.076852694,0.0009310039999999999,0.001584495,1017.2729320000001,41.42676794,23.53506839,3,2,3,4,1,5,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
239,(t&(t*9))>>((((t|10)%(t|7))&8)^(t&4)),10,117.1875,1426.379638,123.42393799999999,3283.190632,203.67150859999998,0.189232409,0.087226245,0.01607188,0.008072971,1270.612083,25.28755152,4.019475852,5,5,5,9,2,7,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,2,0,0,0
240,(t>>(t*9))|(((t>>7)^7)&10),10,117.1875,518.8529562,66.07434515,1281.866338,214.0222625,0.0007298189999999999,0.00024619999999999997,0.001618557,0.002574827,916.7108145,29.85302029,16.71200358,4,4,3,6,0,8,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,1,0,0,0
241,(t&11)&((t&(t>>8))|7),15,117.1875,1084.210235,249.86623030000004,2434.6265329999997,460.5653453,0.061690015,0.038377053,0.001624134,0.001670759,1180.935102,26.95592795,26.35737314,4,3,3,5,1,8,2,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0
242,((t>>3)>>2)*(((t*3)*(t^9))&3),15,117.1875,1058.699785,317.4401591,2003.1233339999999,92.88696489,0.247490922,0.153804464,0.0009379639999999999,0.001594892,953.0443700999999,38.67742519,24.50517517,4,5,3,7,1,4,2,0,1,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0
243,((t*10)>>10)&(t&11),15,117.1875,1086.431446,73.05210777,2468.9915379999998,52.39269566,0.062485424000000005,0.010586443999999999,0.005484303,0.001788616,1156.80791,20.14962071,7.5253880429999995,3,3,2,4,0,10,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
244,(t*(t&(t>>(t&7))))&(t>>4),15,117.1875,1684.2224199999998,175.3609835,3286.58049,95.68398405,0.21391716100000002,0.134077188,0.107287325,0.085036814,1272.266515,18.099605800000003,5.217249526,5,2,5,6,1,5,2,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0
245,t>>((((t>>12)>>(t&11))*9)&(t^((t>>10)^9))),15,117.1875,1498.4444119999998,134.85234419999998,3199.9267059999997,258.4571575,0.153170392,0.044269142000000004,0.032005984,0.018929893,1258.578947,26.583162599999998,8.80617393,5,5,5,9,0,10,1,1,0,0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,0
246,(t>>8)&((t>>(t&((t&5)|6)))>>8),15,117.1875,1013.684442,421.00243660000007,2540.63666,1036.5250210000002,0.146968492,0.17605667100000003,8.2e-05,0.00043161,1240.80184,27.29830025,16.05920485,6,4,4,7,2,6,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0
247,((t>>8)^(t&6))&((t%9)^11),15,117.1875,1501.572149,182.5200371,3218.700027,229.739802,0.110348439,0.068394463,0.013891899999999999,0.007733265,1275.7775470000001,20.91584104,6.313506031,3,4,3,6,1,8,2,0,0,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0
248,(t>>4)>>((t^(t|4))^(((t%4)&(((t^5)&6)&5))&(t&5))),15,117.1875,934.6779694,292.22450319999996,2394.106477,868.3215409,0.125417486,0.080400431,0.0018259379999999998,0.003214978,1004.813553,38.01461388,23.35855598,7,7,6,12,3,4,0,1,0,0,0,0,0,0,0,0,2,0,5,3,1,1,0,0,0
249,t>>(((t>>7)&11)%((t|(t|9))&11)),15,117.1875,970.3676487,175.439922,2031.758062,47.87459012,0.101117945,0.041326767,0.017215226,0.00687884,1025.027165,15.74955632,5.794223995,5,4,4,7,0,9,1,1,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0
250,(t&8)*((t^8)&((t|12)>>7)),15,117.1875,900.5483652999999,108.32169850000001,2266.965951,212.64646230000002,0.030723197999999997,0.019139721000000002,0.001555549,0.00133512,1086.3528019999999,40.41161451,29.81252267,4,4,3,6,2,8,2,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0
251,t&((t>>8)&(t+9)),15,117.1875,568.6669868,179.39092780000001,1405.283849,574.5821687000001,0.00353145,0.0038084409999999996,0.000315099,0.000753419,943.4242524,30.75262621,8.000085014,3,2,3,4,1,8,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
252,(t>>(t&4))|(t*(t&5)),15,117.1875,1503.616232,117.71206969999999,3181.269989,119.30460190000001,0.214472073,0.055018193,0.029729381000000003,0.013489952,1280.632331,22.95665532,4.227460172,3,2,4,5,1,4,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0
253,(t&(t+9))*((t&8)*(t>>(t&9))),15,117.1875,1498.958843,168.5604039,3187.983076,173.227555,0.20971107100000003,0.054507068,0.003764793,0.001973069,1319.47856,23.89771341,8.367307112,4,3,5,7,1,8,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0
254,(t>>4)|((t^4)&(t>>3)),15,117.1875,612.2282402000001,56.78223478,1566.33129,159.0515872,0.001836521,0.0013552920000000001,0.005055857,0.003374375,969.2437274,15.126491399999999,5.011809527,3,3,3,5,2,3,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0
255,((((t&6)*6)*((t%7)|5))^(t|5))&((t>>7)*8),15,117.1875,1530.350894,174.3627732,3181.170043,111.04182649999998,0.155385878,0.09653492,0.053157218,0.035534259,1247.249153,19.92768622,4.742565226,5,7,4,10,1,6,1,0,0,1,0,0,0,0,0,0,1,3,2,1,1,2,0,0,0
256,(t>>6)&(t>>5),15,117.1875,275.18088389999997,153.68519840000002,458.3222281,506.9593461,8.75e-05,0.00018722599999999997,0.0008446360000000001,0.0016365479999999998,682.5852956,10.61273038,8.815166581,2,2,2,3,0,5,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
257,(t>>6)&(t>>5),15,117.1875,275.18088389999997,153.68519840000002,458.3222281,506.9593461,8.75e-05,0.00018722599999999997,0.0008446360000000001,0.0016365479999999998,682.5852956,10.61273038,8.815166581,2,2,2,3,0,5,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
258,(t>>6)&(t>>5),0,117.1875,275.18088389999997,153.68519840000002,458.3222281,506.9593461,8.75e-05,0.00018722599999999997,0.0008446360000000001,0.0016365479999999998,682.5852956,10.61273038,8.815166581,2,2,2,3,0,5,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
259,(t>>6)&(t>>5),0,117.1875,275.18088389999997,153.68519840000002,458.3222281,506.9593461,8.75e-05,0.00018722599999999997,0.0008446360000000001,0.0016365479999999998,682.5852956,10.61273038,8.815166581,2,2,2,3,0,5,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
260,(t>>5)>>((t>>6)>>((t&(t*((t>>10)%7)))*(t&8))),15,66.96428571,787.8601117000001,266.2909552,1898.762327,673.5001164,0.052690648,0.048312185,0.000940911,0.0020226379999999998,995.4384942,36.54985956,22.39010538,7,5,6,10,1,7,1,1,0,0,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0
261,((t^7)*9)|((((t>>7)>>6)|(t>>4))^8),20,117.1875,1232.644292,181.1732935,2771.6551170000002,166.5260485,0.089980136,0.054857867000000005,0.01153745,0.0075855309999999995,1171.143748,23.421216,5.2895769360000005,5,6,3,8,2,6,1,0,0,0,0,0,1,0,0,0,3,1,0,2,0,2,0,0,0
262,(t>>4)>>(t&((t>>(t>>6))|((t%3)|5))),20,117.1875,1788.307711,285.30848219999996,3423.557436,367.0496486,0.5131960870000001,0.179038587,0.005709972,0.010345257,1314.45374,35.49645433,12.84284997,5,4,5,8,1,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,1,2,0,0,0
263,((((t|(t>>11))^((t|9)*10))*(t&11))&15)*(t/((t>>13)+11)),20,117.1875,1955.151895,125.3715838,3630.3638060000003,181.2528237,0.493468067,0.068374857,0.045568502999999996,0.027954837000000003,1309.733938,20.55977288,5.640325198999999,6,7,6,12,0,11,1,0,1,0,0,0,0,0,0,0,2,3,2,1,0,2,0,1,1
264,t&((t^4)>>(t&(t>>((t|3)&7)))),20,117.1875,836.592892,427.52659360000007,2099.83842,1158.379302,0.020938833,0.023532899,0.004598929,0.006603179,1081.259584,18.75967878,7.975366221,6,3,5,7,1,4,2,0,0,1,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0
265,((t>>8)>>(t&(t>>((t%9)&10))))^(((t>>11)*(t^(t|(t*9))))&(t&9)),20,117.1875,1072.635188,250.2896344,2706.781383,424.83939050000004,0.013547983000000001,0.020359897,0.004092935,0.006322844,1250.4488279999998,18.98048428,9.003140539,6,6,9,14,1,9,1,0,0,0,1,0,0,0,0,0,4,2,4,2,1,1,0,0,0
266,(((t^5)>>9)&7)*((t-(t|9))*(t&7)),20,117.1875,1958.3870789999999,169.4249276,3500.8578759999996,4.947571728,0.48254264399999997,0.074361476,0.00655019,0.005031512,1296.118467,24.94367356,13.86045751,4,5,4,8,0,7,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0
267,(t*2)^(t>>((t>>1)*(t*(t&(t>>3))))),20,117.1875,1036.7022359999999,133.6525868,2504.264392,341.0892723,0.020325618,0.006864423000000001,0.014919544,0.022297552,1130.1228859999999,56.7090684,33.57417211,6,3,6,8,2,2,1,0,0,0,1,0,0,0,0,0,3,3,1,1,0,0,0,0,0
268,(t|7)*(t>>7),20,117.1875,1021.374492,92.02155062,2391.0247870000003,134.1296606,0.061711879000000004,0.021885727,0.05683160599999999,0.00818479,1068.252499,17.38774696,5.40229219,2,2,2,3,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
269,(((t*4)*2)*5)&((((t+6)>>4)|3)|6),20,117.1875,1517.646969,226.7437438,3016.716085,86.7488431,0.15459567400000002,0.09589064800000001,0.004457890999999999,0.0036403340000000003,1226.901643,26.11637371,9.046876868,5,7,2,8,3,4,1,0,0,1,0,0,0,0,0,0,1,3,1,0,0,2,0,1,0
270,(t*9)>>(((t>>8)&(t&11))+7),20,117.1875,1455.5400869999999,256.2103514,3190.098614,585.7929048999999,0.252569463,0.116000374,0.008640348,0.006829816,1309.960216,22.42803452,8.751016055,4,4,3,6,1,8,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0
271,((((t^10)*11)^7)|11)&((t|11)^(t&((t|(t&(t-(t>>10))))>>4))),20,117.1875,1220.157758,80.02367095,2849.130464,50.4970161,0.058598955999999994,0.035743186,0.013665018999999999,0.007196401,1233.4126410000001,20.90209588,3.60883531,8,7,7,13,1,9,2,0,0,1,0,0,0,0,0,0,2,1,3,3,0,3,1,0,0
272,t*(((t>>8)&(t>>5))&((t&33)&(t>>3))),20,117.1875,1492.534272,88.85435752,3493.8449490000003,217.60688939999997,0.069393199,0.007887766,0.004920078,0.005123501,1490.361886,57.34216988,36.38763244,4,4,5,8,1,12,13,0,1,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0
273,(((t|0)^6)>>4)|((t|3)+(t-3)),25,117.1875,736.2873293,80.35894028,1852.8534780000002,192.2194598,0.007599071999999999,0.004683830999999999,0.0033882659999999996,0.002262638,1018.339046,22.53807315,5.94883195,4,5,3,7,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,1,0
274,t^(((t>>8)&(t*6))^(t^6)),25,117.1875,903.4021652000001,307.06673860000006,2225.171575,743.1078752999999,0.020978395,0.022622525,0.0005723109999999999,0.0019817470000000003,1108.4733310000001,31.18837644,9.358244058,4,3,4,6,1,6,1,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0
275,(t>>4)&(t*6),25,117.1875,1038.7080039999998,127.8795551,2536.755397,167.0573044,0.022981493,0.014330661000000001,0.006630281,0.004024323,1139.05686,22.69045943,4.547965406,2,2,2,3,1,5,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
276,(t>>10)^(((t+12)-10)>>(((t&12)>>(t*(t%9)))|9)),25,117.1875,1062.1520189999999,469.1868218,2536.630464,974.1340775,0.050238831,0.054766123,0.000561575,0.004157707,1193.172056,30.08446456,8.844563513999999,6,6,5,10,0,10,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0
277,(t-(t*((t^5)*9)))*((t&4)|(t>>9)),25,117.1875,1987.91485,131.57875959999998,3416.54451,142.631443,0.49690685799999995,0.067481188,0.0871787,0.012160343,1165.141131,21.23653382,3.22454527,5,4,5,8,1,6,2,0,1,0,0,0,0,0,0,0,1,3,1,1,0,1,1,0,0
278,((t^6)>>(((t%5)^7)%5))&(t>>(t&((t+9)>>8))),25,117.1875,1225.912545,184.5763561,2948.727345,260.19976280000003,0.047242512,0.045842113,0.009859276,0.010723733999999999,1265.5178349999999,18.16997538,6.677160045,5,6,5,10,1,6,1,0,0,1,0,0,0,0,0,0,3,0,2,2,2,0,0,1,0
279,(t&7)^(t&(t>>8)),25,234.375,566.3590619,175.2702545,1401.9606210000002,551.6580536,0.003310734,0.0035736659999999996,0.000450776,0.0011204119999999999,932.7957082,27.02678699,7.94822502,3,2,3,4,1,7,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0
280,(t>>7)&(t*8),25,117.1875,864.7303890000001,280.9489441,2099.471948,722.2003057999999,0.029617537000000003,0.029798063,0.00047358400000000004,0.0013182920000000002,1098.427588,27.01868955,12.60232507,2,2,2,3,1,7,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
281,t>>(((t*12)&(t^10))&(t>>(t&8))),25,117.1875,1299.873486,103.75240050000001,2919.601213,204.7976731,0.073648221,0.02671368,0.02357598,0.012292296000000001,1217.704967,21.96062138,5.202792648,4,3,5,7,1,10,2,1,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0
282,(t*4)|(t>>4),25,117.1875,855.8381012,96.13899342,2133.7203489999997,182.366423,0.015444888,0.009460099,0.00312145,0.002239211,1064.190991,24.17058651,6.287698708,2,2,2,3,2,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
283,(((t&12)&(t%13))>>(t>>12))|(((t&10)^12)-(((t&10)^9)*(t>>12))),25,117.1875,1083.104998,376.8697583,2107.584288,550.4441350999999,0.17801964,0.13426933800000002,0.00015051,0.000940141,962.0915559,56.22124256,33.75149505,5,8,6,13,0,11,1,0,0,0,0,0,1,0,0,0,3,1,4,2,1,1,1,0,0
284,(t*3)^((t>>(t&(t&4)))&(((t^5)^1)-(t&3))),25,117.1875,1182.310463,74.03606129,2696.936634,119.07133490000001,0.078109383,0.038127229,0.02576627,0.011133448,1072.433427,22.18245096,4.224219535,5,5,6,10,2,3,1,0,0,0,1,0,0,0,0,0,1,1,4,3,0,0,1,0,0
285,(t*(t+5))&((t^4)>>8),25,117.1875,1485.988435,542.7627923,2923.682369,865.3167453,0.22945679,0.247403385,0.0027322640000000003,0.010412386,1204.935953,35.54675838,10.60324075,3,3,3,5,2,5,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
286,((t>>6)>>(((t^6)>>10)%4))>>((t>>7)*(t&2)),25,117.1875,1033.8104970000002,371.4298402,1900.2282120000002,431.1012538,0.232582206,0.16145553,0.000423484,0.0005492580000000001,931.5653894,15.475528599999999,12.91232567,5,6,4,9,2,5,2,1,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0
287,t>>(t&((t|((t*8)&6))&(t>>8))),30,117.1875,915.3994497000001,208.8779209,2381.096748,582.3566152000001,0.048720890999999995,0.046143145999999996,0.005361001999999999,0.00539179,1140.8266390000001,19.89026436,5.997311148,6,3,5,7,2,7,1,1,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0
288,(t>>7)&((t>>(t&(t>>(t*9))))*(t*9)),30,117.1875,1451.197141,479.4237715,3067.797175,744.4177284,0.23880597,0.24023012800000001,0.001981835,0.005401665999999999,1274.1425769999998,37.37540387,11.19122453,6,3,6,8,0,8,1,0,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0
289,((((t>>(t*10))*(t^11))^11)*(t&9))&((t*8)>>11),30,117.1875,1154.9210380000002,367.117408,3095.673974,809.5789812,0.059468284,0.059826776,0.000185965,0.0006519869999999999,1355.02002,43.35939951,27.37758329,6,6,5,10,1,10,1,0,0,1,0,0,0,0,0,0,2,4,2,2,0,0,0,0,0
290,((t|14)^(t*13))*(t>>9),30,117.1875,1986.695397,182.761085,3377.7651920000003,184.4715,0.502248801,0.109488771,0.156674221,0.034712221,1150.248225,19.91716615,2.8152469860000005,3,3,3,5,0,12,2,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0
291,(t>>3)>>(t&(t&4)),30,117.1875,1008.095887,144.12794240000002,2833.888593,349.4580132,0.12435763400000001,0.027053574,0.00480355,0.004529706,1047.611448,22.19270583,19.56867656,3,2,3,4,1,3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
292,((t^11)>>10)>>((t^((t>>10)&(t|8)))&(((t&(t-8))>>9)+9)),30,117.1875,884.0842136,290.3634742,2236.107409,808.3850331,0.04748405,0.058832724,0.0032422009999999997,0.0035658179999999997,1130.874356,24.32424573,7.043101737000001,6,7,6,12,2,9,1,1,0,0,0,0,0,0,0,0,4,0,3,2,0,1,1,1,0
293,((t&(((t^10)|(t>>9))|4))*(t&(t&8)))*((t^11)*9),35,117.1875,1600.2468210000002,84.68578531,3226.7207489999996,147.56613280000002,0.312266791,0.053771482,0.0040083770000000005,0.003180188,1247.183016,29.34329542,7.46347677,6,6,6,11,2,8,2,0,1,0,0,0,0,0,0,0,1,3,3,2,0,2,0,0,0
294,(t&(t>>7))*(((t*11)&((t*9)&12))^11),35,117.1875,1658.726732,143.11119309999998,3268.065365,148.6748976,0.274688916,0.072650932,0.105137527,0.074886896,1261.265211,21.53081544,4.179961854,5,5,4,8,0,10,2,0,1,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0
295,(t+7)-(t|((t>>9)&7)),35,117.1875,1375.278726,224.38350359999998,2941.314632,156.019405,0.123625733,0.076850608,0.002482789,0.001965175,1260.241644,18.35532945,10.49257551,4,3,3,5,0,7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0
296,((t>>7)+(t%7))^(t>>4),35,117.1875,843.6761623,263.62669730000005,2157.982409,498.1329165,0.013178388000000001,0.032538951,0.0043489390000000005,0.00386453,1088.367917,18.69516948,7.495411236,3,3,3,5,1,6,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0
297,(t&(t>>8))&((t+3)*5),35,117.1875,695.8693977,184.5348358,1790.744936,554.8019517000001,0.01059435,0.011425322,0.000414042,0.001021171,1020.9636869999999,33.31541942,9.274340752999999,3,3,3,5,1,5,2,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0
298,(t*3)-(((t>>8)-4)^(t^4)),35,58.59375,1290.173603,208.6691076,2743.944896,291.0512203,0.06176601599999999,0.028056772999999997,0.017731656999999998,0.020240013,1143.804052,28.42552698,8.130395373999999,4,4,3,6,3,4,2,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,2,0,0
299,(t|13)*(t&(t>>10)),35,117.1875,1753.128706,172.08211799999998,3293.593417,337.7028963,0.350107026,0.037885885,0.090527341,0.063875407,1213.731235,22.21277547,4.831113147,3,2,3,4,0,11,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
300,(t>>8)&(t|((t%7)|9)),40,117.1875,565.5141802,178.7079365,1402.8934570000001,584.581896,0.003310734,0.0035736659999999996,0.000379247,0.0010000480000000001,935.5009416000001,30.49579123,7.286418186000001,4,3,3,5,1,8,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0
301,t>>(t>>((t>>(t&10))&(t>>(t&((t>>7)^8))))),40,117.1875,764.9642818,412.15648030000006,1896.8300239999999,1100.080608,0.018832664,0.02672313,0.0052278540000000005,0.008777025,1038.646287,16.71442925,7.568632326,7,3,7,9,1,8,1,1,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0
302,(t*((t>>16)|(t>>10)))&17,40,117.1875,2008.6833510000001,529.9513008,3108.500466,449.64912910000004,0.494063583,0.279280445,0.005597529,0.005877286,1032.976773,32.92485429,24.34922489,4,3,3,5,1,14,3,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0
303,t>>(t&(t>>7)),45,117.1875,789.5860187000001,294.0406685,2062.116871,862.6416951,0.038862607,0.04515458,0.003644913,0.004792654,1088.03325,18.18886078,6.5174721060000005,3,1,3,3,0,7,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
304,(t>>7)&((t&6)+(t*8)),45,117.1875,881.115623,271.822683,2134.769789,642.1777578,0.029617537000000003,0.029798063,0.00046257199999999996,0.00133062,1102.583469,37.77898393,16.88189098,3,3,3,5,1,7,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0
305,(((t*13)&15)>>13)+(t>>((t%13)&((t>>13)%11))),45,117.1875,1442.482552,268.5016506,2982.342751,493.2189722,0.316169918,0.18480565100000002,0.050076499999999996,0.022615515,1200.948637,24.75207683,19.31882088,5,6,4,9,0,13,1,0,0,0,0,0,0,0,1,0,3,1,2,0,2,0,0,1,0
306,(t>>(t&((t&(t&8))^(t&8))))>>(t&((t>>5)>>7)),45,117.1875,1233.738459,239.52303569999998,2794.842751,519.0013141,0.19284818899999998,0.13771815,0.009493847,0.010433134,1189.703384,37.83173956,23.43288513,6,4,7,10,2,7,1,1,0,0,0,0,0,0,0,0,4,0,5,1,0,0,0,0,0
307,(t&(t>>7))*(((t|10)&(t>>7))&9),45,117.1875,1485.586956,344.0148553,3513.742671,512.035852,0.247753282,0.19576890600000002,0.015458007,0.017676182,1459.6578539999998,22.75052893,5.361417174,4,4,4,7,0,8,1,0,1,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0
308,(t*8)&(((t>>(t&12))&9)*11),45,117.1875,1178.731774,138.60416840000002,2801.064432,184.2417756,0.090428855,0.042162490999999996,0.00300376,0.002656892,1149.539914,39.69401743,30.32866115,5,4,3,6,1,10,1,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
309,((t*5)*9)&(t>>8),45,117.1875,1328.400887,503.7056538,2757.229478,802.3777200000001,0.158786147,0.171206465,0.000794468,0.002499042,1198.209798,33.81518168,9.713390622999999,3,3,2,4,1,7,2,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
310,t|((t>>7)+(t&7)),45,117.1875,766.1815712,182.15654609999999,1982.784182,401.9161704,0.009229453,0.014143066000000001,0.0015222789999999999,0.0028776179999999998,1064.966612,30.39505423,5.58367395,3,2,3,4,0,7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
311,(t|(t>>7))+((t*8)>>7),45,117.1875,918.7575228000001,185.61831669999998,2214.102479,386.3108024,0.017033624,0.003981512,0.024394125,0.020792773,1077.5326029999999,20.15446626,6.696278122000001,3,3,3,5,1,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0
312,((t|((t>>9)|(t>>7)))*t)&((t>>11)|(t>>9)),45,117.1875,1427.179141,326.34732210000004,3062.250133,558.5563876,0.121258246,0.14634651699999998,0.089769065,0.10898179599999999,1260.2254380000002,19.82926638,5.757351766,5,4,6,9,0,9,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,3,0,0,0
313,((t&(t>>9))&7)*(t^8),49,117.1875,1759.6563489999999,80.75577416,3510.386127,252.2885216,0.326697636,0.019971713000000002,0.066755094,0.039494134,1342.898573,20.52561383,4.405744173,4,3,3,5,1,8,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0
314,((t>>6)|7)^(t*((t*8)&8)),50,117.1875,1996.445328,24.51457078,3843.833289,116.7496633,0.49822178200000006,0.014801888999999999,0.0057591859999999995,0.013349715,1496.85672,27.16424964,5.9845307,4,4,3,6,2,7,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0
315,(t>>8)&(t*((t|5)|((t|6)|(t>>((t^7)*8))))),50,117.1875,1469.546952,509.40413499999994,2957.3977210000003,824.3016177999999,0.22615022,0.24383323899999998,0.00405885,0.013872608,1247.653912,33.63674696,8.08763678,7,5,6,10,2,6,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0,4,0,0,0
316,(t*(((t>>19)|(t>>10))&10))&135,50,117.1875,904.7973968,371.1308575,2088.211287,775.0767246,0.037777768999999996,0.028983834,0.003660664,0.004639293,997.2970283,33.47345339,28.98477525,5,4,3,6,0,43,61,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
317,(t*(((t>>11)|(t>>11))&5))&250,50,117.1875,828.6127583,371.218654,1931.3782649999998,855.4005975,0.01870669,0.014447277,0.007407798,0.009649797,963.3377032999999,32.57294176,29.53885469,5,4,3,6,0,69,120,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0
318,(((t%6)|(t-6))&((t|2)>>6))>>(t>>(t&(t*4))),55,78.125,676.7711488,129.1787536,1740.013659,361.16882810000004,0.0045694379999999995,0.004387285,0.0029904429999999997,0.004069811,1000.020842,22.03193712,6.492022851000001,4,5,6,10,2,4,1,1,0,0,0,0,0,0,0,0,3,1,2,0,1,2,1,0,0
319,(t|((t%(t|4))^(t^7)))+((t^8)*((t>>8)|7)),55,117.1875,1992.306769,349.2647148,3266.008129,313.97000089999995,0.512148729,0.25680110300000003,0.011519933999999999,0.012444742,1085.051398,36.15944559,28.69486985,5,5,6,10,3,6,1,0,0,0,0,0,0,0,1,0,1,1,0,3,1,3,0,1,0
